"","Rho","N","P","p.adj","PermPval","Carnivora","Cetacean","Combination","ratio"
"SMAD1",NA,NA,NA,NA,NA,"0.8544","1.841","0.3976","0.216"
"PCSK9",NA,NA,NA,NA,NA,"NA","132.2","132.2","NA"
"UBB",NA,NA,NA,NA,NA,"0.4464","0.4483","0.4494","1.002"
"WDR48",NA,NA,NA,NA,NA,"0.3903","0.3404","0.8304","2.128"
"GABARAP",NA,NA,NA,NA,NA,"0.4316","0.511","0.4392","0.8594"
"SF3B3",NA,NA,NA,NA,NA,"0.4015","0.4063","0.3974","0.9781"
"NEUROD2",NA,NA,NA,NA,NA,"4.308","0.4762","1.075","0.2495"
"NUDCD2",NA,NA,NA,NA,NA,"5.634","1.348","0.4628","0.08213"
"RPS9",NA,NA,NA,NA,NA,"0.5185","0.4612","0.6435","1.241"
"SIX2",NA,NA,NA,NA,NA,"0.4231","0.3501","0.3629","0.8577"
"NSG2",NA,NA,NA,NA,NA,"1.912","0.3632","0.5595","0.2926"
"GNB2",NA,NA,NA,NA,NA,"0.5167","0.4609","0.6425","1.243"
"RAB24",NA,NA,NA,NA,NA,"0.6608","0.3882","0.4265","0.6454"
"PA2G4",NA,NA,NA,NA,NA,"0.3732","0.3872","0.3736","0.9648"
"ARF4",NA,NA,NA,NA,NA,"0.4971","0.4119","0.4118","0.8284"
"PCBP1",NA,NA,NA,NA,NA,"0.466","0.4686","0.4817","1.028"
"ATP6V1G2",NA,NA,NA,NA,NA,"0.5237","0.497","0.3858","0.7367"
"COPS6",NA,NA,NA,NA,NA,"3.084","0.5758","0.6155","0.1996"
"CPLX1",NA,NA,NA,NA,NA,"2.225","1.748","0.3583","0.161"
"NUDT16L1",NA,NA,NA,NA,NA,"0.5193","0.4132","0.9578","1.845"
"MACROH2A1",NA,NA,NA,NA,NA,"12.23","0.3681","14.72","1.203"
"SRP9",NA,NA,NA,NA,NA,"0.8109","0.5451","0.5375","0.6629"
"PPIH",NA,NA,NA,NA,NA,"0.4465","0.451","0.4541","1.007"
"PRPF8",NA,NA,NA,NA,NA,"0.4072","0.6536","0.4165","0.6373"
"ZNHIT1",NA,NA,NA,NA,NA,"0.404","0.778","0.3952","0.508"
"HDAC3",NA,NA,NA,NA,NA,"0.5294","0.5844","0.459","0.7854"
"TSPAN5",NA,NA,NA,NA,NA,"0.4821","0.4529","0.6199","1.286"
"MMGT1",NA,NA,NA,NA,NA,"0.4086","0.4449","0.3912","0.8793"
"LSM3",NA,NA,NA,NA,NA,"0.5348","1.837","0.5315","0.2893"
"SOX14",NA,NA,NA,NA,NA,"0.4997","0.5834","0.8077","1.384"
"OTP",NA,NA,NA,NA,NA,"0.8507","1.003","0.3977","0.3964"
"MAT2A",NA,NA,NA,NA,NA,"0.3613","0.7002","0.4893","0.6989"
"UBE2E1",NA,NA,NA,NA,NA,"0.4848","0.5592","0.4008","0.7167"
"RAC3",NA,NA,NA,NA,NA,"1.074","0.5521","1.243","1.158"
"FEM1B",NA,NA,NA,NA,NA,"0.7769","0.3585","0.5489","0.7065"
"MAP2K1",NA,NA,NA,NA,NA,"0.3719","0.6196","0.6888","1.112"
"MORN4",NA,NA,NA,NA,NA,"0.6332","0.3824","0.3638","0.5745"
"YWHAG",NA,NA,NA,NA,NA,"0.7043","0.5297","0.4492","0.6377"
"NKIRAS2",NA,NA,NA,NA,NA,"0.965","0.3932","0.4368","0.4526"
"HPCAL1",NA,NA,NA,NA,NA,"0.6653","0.4803","1.121","1.686"
"H2AZ2",NA,NA,NA,NA,NA,"0.4714","0.93","0.7823","0.8412"
"ATAD1",NA,NA,NA,NA,NA,"0.3494","0.3674","0.3465","0.9432"
"MARCHF3",NA,NA,NA,NA,NA,"0.7001","0.4593","0.3576","0.5108"
"PRKACA",NA,NA,NA,NA,NA,"0.3384","0.3611","0.403","1.116"
"MLKL",NA,NA,NA,NA,NA,"NA","NA","0.2574","NA"
"TUBB8B",NA,NA,NA,NA,NA,"0.4461","0.5136","0.4434","0.8634"
"U2AF2",NA,NA,NA,NA,NA,"0.6072","0.4123","0.4739","0.7804"
"CKS1B",NA,NA,NA,NA,NA,"0.4758","0.5392","0.4397","0.8153"
"PTMS",NA,NA,NA,NA,NA,"0.6224","0.5279","0.3927","0.6309"
"EEF1A1",NA,NA,NA,NA,NA,"0.5388","0.3908","0.5073","0.9414"
"PPP1R14B",NA,NA,NA,NA,NA,"1.165","1.359","0.4359","0.3207"
"MOB1B",NA,NA,NA,NA,NA,"0.4096","0.4108","0.4044","0.9845"
"KLF7",NA,NA,NA,NA,NA,"2.436","0.3623","0.8572","0.3518"
"PSMC5",NA,NA,NA,NA,NA,"0.5312","0.5869","1.257","2.141"
"RAB6A",NA,NA,NA,NA,NA,"0.4726","0.4029","0.4505","0.9533"
"RPL38",NA,NA,NA,NA,NA,"0.5715","0.4714","0.6446","1.128"
"HOXB9",NA,NA,NA,NA,NA,"2.094","1.07","0.5033","0.2403"
"B4GAT1",NA,NA,NA,NA,NA,"0.8108","0.5819","0.6826","0.8419"
"LSM1",NA,NA,NA,NA,NA,"0.5271","0.3788","0.5648","1.071"
"CNIH2",NA,NA,NA,NA,NA,"0.5634","0.4696","0.6524","1.158"
"RAB1B",NA,NA,NA,NA,NA,"0.6676","0.7643","0.4068","0.5323"
"HMGA1",NA,NA,NA,NA,NA,"2.471","0.6927","5.578","2.258"
"RPL21",NA,NA,NA,NA,NA,"0.4901","0.752","1.312","1.744"
"PPP1R8",NA,NA,NA,NA,NA,"7.152","0.3899","1.144","0.1599"
"HOXC5",NA,NA,NA,NA,NA,"0.5689","0.3947","0.3991","0.7015"
"VWC2L",NA,NA,NA,NA,NA,"4.838","0.5186","0.6194","0.128"
"CHMP2A",NA,NA,NA,NA,NA,"9.317","0.4904","13.3","1.427"
"CCDC85B",NA,NA,NA,NA,NA,"0.6458","0.374","0.749","1.16"
"SIAH2",NA,NA,NA,NA,NA,"1.015","0.3747","0.5615","0.5535"
"FOXG1",NA,NA,NA,NA,NA,"1.423","2.069","0.3369","0.1628"
"SRSF7",NA,NA,NA,NA,NA,"0.631","0.5022","0.432","0.6846"
"BTF3L4",NA,NA,NA,NA,NA,"1.159","0.4199","0.894","0.7716"
"CDK5R1",NA,NA,NA,NA,NA,"0.7225","3.337","0.3931","0.1178"
"GNAI2",NA,NA,NA,NA,NA,"0.3537","0.3777","0.3603","0.954"
"EBF1",NA,NA,NA,NA,NA,"0.4419","1.841","0.4908","0.2666"
"HNRNPD",NA,NA,NA,NA,NA,"0.3806","0.4434","0.3816","0.8606"
"RPL27A",NA,NA,NA,NA,NA,"1.803","0.3974","1.074","0.5958"
"H2BC4",NA,NA,NA,NA,NA,"0.9687","0.9893","0.4792","0.4844"
"IMP3",NA,NA,NA,NA,NA,"0.3648","0.4143","0.5869","1.417"
"HNRNPA0",NA,NA,NA,NA,NA,"0.656","0.4345","0.6408","0.9769"
"SERTM1",NA,NA,NA,NA,NA,"2.739","0.936","1.488","0.5433"
"FZD2",NA,NA,NA,NA,NA,"0.4459","0.4073","0.4781","1.072"
"TUBB3",NA,NA,NA,NA,NA,"0.4225","0.3788","0.3788","0.8965"
"CDC42",NA,NA,NA,NA,NA,"0.7302","0.4941","0.5689","0.7792"
"DIPK2A",NA,NA,NA,NA,NA,"0.5726","0.4366","0.4456","0.7781"
"ARPC2",NA,NA,NA,NA,NA,"0.8291","1.224","1.269","1.037"
"PPP2R2A",NA,NA,NA,NA,NA,"0.5456","0.3511","0.3852","0.706"
"RPS4X",NA,NA,NA,NA,NA,"0.7872","0.4038","0.5389","0.6846"
"CSH1",NA,NA,NA,NA,NA,"1.373","0.4106","1.227","0.8935"
"HNRNPH2",NA,NA,NA,NA,NA,"0.613","0.9682","1.583","1.635"
"AP3S1",NA,NA,NA,NA,NA,"0.5197","1.315","0.5697","0.4334"
"GRB2",NA,NA,NA,NA,NA,"0.4465","0.4505","0.4542","1.008"
"SGF29",NA,NA,NA,NA,NA,"0.5668","1.62","0.5217","0.3221"
"DNAJA2",NA,NA,NA,NA,NA,"0.3428","0.5753","0.4642","0.8069"
"EGR3",NA,NA,NA,NA,NA,"8.554","0.3789","4.42","0.5168"
"SLURP2",NA,NA,NA,NA,NA,"74.33","NA","74.33","NA"
"MAB21L2",NA,NA,NA,NA,NA,"0.4468","0.449","0.4551","1.014"
"TMEM11",NA,NA,NA,NA,NA,"0.4703","1.837","0.4128","0.2247"
"TUBB6",NA,NA,NA,NA,NA,"1.097","0.3576","0.6104","0.5567"
"SLC25A5",NA,NA,NA,NA,NA,"0.6786","0.423","1.396","2.057"
"GREM2",NA,NA,NA,NA,NA,"0.367","NA","0.4222","NA"
"PABPC1",NA,NA,NA,NA,NA,"0.4673","0.3699","0.3873","0.8288"
"CTXN1",NA,NA,NA,NA,NA,"0.9421","0.7271","1.125","1.194"
"TRO",NA,NA,NA,NA,NA,"0.4322","0.3911","0.4007","0.9273"
"ZNF771",NA,NA,NA,NA,NA,"0.4165","NA","0.4429","NA"
"RNPS1",NA,NA,NA,NA,NA,"0.619","0.4575","1.535","2.48"
"RBMX",NA,NA,NA,NA,NA,"0.3885","0.5444","0.4761","0.8746"
"MAGOHB",NA,NA,NA,NA,NA,"0.5257","0.5795","0.605","1.044"
"PITPNB",NA,NA,NA,NA,NA,"0.7702","0.4096","0.5559","0.7218"
"PRPF31",NA,NA,NA,NA,NA,"3.801","0.443","0.4925","0.1296"
"NCBP2",NA,NA,NA,NA,NA,"0.5314","0.8255","0.46","0.5572"
"YBX1",NA,NA,NA,NA,NA,"0.3742","0.3992","0.3624","0.9077"
"RAB8B",NA,NA,NA,NA,NA,"5.379","0.5442","1.122","0.2087"
"PHYHIP",NA,NA,NA,NA,NA,"1.446","0.3455","1.185","0.8197"
"PPP2R1A",NA,NA,NA,NA,NA,"0.4491","0.6694","0.5501","0.8218"
"RPL10A",NA,NA,NA,NA,NA,"0.4278","0.4925","0.5554","1.128"
"SMC1A",NA,NA,NA,NA,NA,"0.3637","0.3642","0.3651","1.002"
"RUVBL1",NA,NA,NA,NA,NA,"2.49","0.3391","1.497","0.6011"
"RPS15A",NA,NA,NA,NA,NA,"0.7494","1.308","0.4493","0.3435"
"MOB4",NA,NA,NA,NA,NA,"0.5845","0.8815","0.4125","0.4679"
"RPL7A",NA,NA,NA,NA,NA,"0.4204","0.5861","0.3838","0.6547"
"DIRAS1",NA,NA,NA,NA,NA,"0.347","0.446","0.3559","0.7979"
"RAP2B",NA,NA,NA,NA,NA,"0.9861","0.5458","0.5851","0.5934"
"STXBP6",NA,NA,NA,NA,NA,"0.5836","0.4941","0.6698","1.148"
"CSTF3",NA,NA,NA,NA,NA,"0.3796","0.4225","0.3954","0.9359"
"MTURN",NA,NA,NA,NA,NA,"0.5841","0.4541","1.272","2.177"
"HSPA5",NA,NA,NA,NA,NA,"53.46","0.5373","1.284","0.02402"
"PRPF3",NA,NA,NA,NA,NA,"0.3856","0.694","0.5116","0.7371"
"C14orf28",NA,NA,NA,NA,NA,"0.9034","0.3293","0.5117","0.5664"
"SOX2",NA,NA,NA,NA,NA,"0.6229","0.4248","0.5071","0.8142"
"RPRM",NA,NA,NA,NA,NA,"0.6052","0.3897","0.4509","0.745"
"OAZ2",NA,NA,NA,NA,NA,"3.778","0.4007","1.23","0.3255"
"RNF185",NA,NA,NA,NA,NA,"0.6602","0.5162","1.327","2.011"
"RIT2",NA,NA,NA,NA,NA,"0.3385","682.8","0.516","0.0007558"
"NR2F1",NA,NA,NA,NA,NA,"0.457","0.6042","0.741","1.226"
"KHDRBS1",NA,NA,NA,NA,NA,"2.588","0.4453","0.7574","0.2927"
"SEPHS1",NA,NA,NA,NA,NA,"0.7747","0.742","1.01","1.303"
"SMAD3",NA,NA,NA,NA,NA,"0.4428","0.4094","0.5091","1.15"
"YAF2",NA,NA,NA,NA,NA,"0.522","1.04","1.273","1.223"
"C16orf72",NA,NA,NA,NA,NA,"0.4619","0.5621","0.8964","1.595"
"KCNK12",NA,NA,NA,NA,NA,"0.588","0.4436","0.7914","1.346"
"TUBB",NA,NA,NA,NA,NA,"0.736","0.4602","0.8012","1.089"
"RAB11B",NA,NA,NA,NA,NA,"0.4136","0.4101","0.4028","0.9737"
"KLHL15",NA,NA,NA,NA,NA,"19.98","0.6122","0.6057","0.03031"
"SPSB1",NA,NA,NA,NA,NA,"0.3338","0.3407","0.3407","1"
"POU3F2",NA,NA,NA,NA,NA,"1.568","1.645","5.36","3.257"
"TPM2",NA,NA,NA,NA,NA,"0.4468","0.5057","0.5191","1.026"
"SNN",NA,NA,NA,NA,NA,"0.8427","0.9255","0.3802","0.4108"
"TRAPPC6B",NA,NA,NA,NA,NA,"0.47","0.7299","0.6126","0.8393"
"KDELR1",NA,NA,NA,NA,NA,"0.4279","0.3918","0.393","0.9186"
"DNAJA1",NA,NA,NA,NA,NA,"0.3908","0.45","0.4","0.8889"
"H2AC21",NA,NA,NA,NA,NA,"0.4394","0.4347","0.447","1.017"
"MORF4L1",NA,NA,NA,NA,NA,"0.3471","0.3325","0.4043","1.165"
"PURA",NA,NA,NA,NA,NA,"0.9602","0.5421","1.047","1.091"
"H2AC20",NA,NA,NA,NA,NA,"0.501","0.5615","0.4283","0.7627"
"DRG1",NA,NA,NA,NA,NA,"0.6821","2.793","0.4668","0.1671"
"H3C13",NA,NA,NA,NA,NA,"0.4438","0.5182","0.5147","0.9934"
"ASB7",NA,NA,NA,NA,NA,"2.284","0.6943","18.42","8.066"
"NOG",NA,NA,NA,NA,NA,"0.3922","0.7144","1.432","2.004"
"H2AC14",NA,NA,NA,NA,NA,"0.4141","0.4986","0.3833","0.7688"
"EFNA5",NA,NA,NA,NA,NA,"0.7269","0.3914","0.7725","1.063"
"ABHD17B",NA,NA,NA,NA,NA,"0.4633","0.5055","0.4761","0.9419"
"TUBB2A",NA,NA,NA,NA,NA,"0.4286","0.4487","0.4383","0.9767"
"HOMER1",NA,NA,NA,NA,NA,"5.745","1.476","23.49","4.089"
"C1QL4",NA,NA,NA,NA,NA,"1.373","0.4047","0.6222","0.4532"
"KPNA4",NA,NA,NA,NA,NA,"0.8913","0.3859","0.8089","0.9076"
"NDEL1",NA,NA,NA,NA,NA,"0.5193","0.3534","0.4585","0.8829"
"CHP1",NA,NA,NA,NA,NA,"1.054","0.5423","1.623","1.539"
"PARVA",NA,NA,NA,NA,NA,"0.4447","0.4585","0.3936","0.8585"
"NAA20",NA,NA,NA,NA,NA,"0.4375","0.4751","0.472","0.9936"
"KLHDC10",NA,NA,NA,NA,NA,"3.511","0.3712","0.4124","0.1174"
"SF3B1",NA,NA,NA,NA,NA,"0.7766","0.5095","1.027","1.323"
"LMO1",NA,NA,NA,NA,NA,"0.7299","1.069","0.3816","0.3569"
"TUBA1B",NA,NA,NA,NA,NA,"0.4008","0.9222","0.8388","0.9095"
"AP3S2",NA,NA,NA,NA,NA,"0.5883","0.3878","0.4651","0.7905"
"ZFP36L1",NA,NA,NA,NA,NA,"0.3388","0.4444","0.5265","1.185"
"SCAI",NA,NA,NA,NA,NA,"0.3588","0.3734","0.3879","1.039"
"DHX15",NA,NA,NA,NA,NA,"0.4976","0.3983","0.537","1.079"
"ATG101",NA,NA,NA,NA,NA,"1.391","0.4758","0.7995","0.5747"
"TNPO1",NA,NA,NA,NA,NA,"3.993","0.5091","19.78","4.952"
"NIPA1",NA,NA,NA,NA,NA,"2.876","0.385","0.8094","0.2814"
"PPP2R5E",NA,NA,NA,NA,NA,"0.5144","0.5976","1.304","2.182"
"AP1S1",NA,NA,NA,NA,NA,"0.428","0.502","0.4346","0.8657"
"CBX3",NA,NA,NA,NA,NA,"1.276","0.7097","0.4224","0.331"
"SINHCAF",NA,NA,NA,NA,NA,"1.267","0.3476","0.4341","0.3426"
"TAF13",NA,NA,NA,NA,NA,"0.412","0.395","0.3701","0.8983"
"KLHL7",NA,NA,NA,NA,NA,"1.141","0.3727","0.3886","0.3404"
"FBXL14",NA,NA,NA,NA,NA,"0.5526","0.7197","5.039","7.001"
"BORCS7",NA,NA,NA,NA,NA,"2.929","0.3961","1.136","0.388"
"KCTD21",NA,NA,NA,NA,NA,"0.4604","0.363","0.3874","0.8413"
"MEF2C",NA,NA,NA,NA,NA,"2.481","0.3895","0.759","0.306"
"TUBB4B",NA,NA,NA,NA,NA,"0.4315","0.4338","0.4276","0.9856"
"GTF2F2",NA,NA,NA,NA,NA,"0.4265","0.4768","0.5955","1.249"
"PPP1CC",NA,NA,NA,NA,NA,"0.6226","1.532","0.397","0.2591"
"HNRNPA1",NA,NA,NA,NA,NA,"1.198","0.5309","0.8511","0.7104"
"FCF1",NA,NA,NA,NA,NA,"0.7131","0.6073","2.33","3.267"
"KAT5",NA,NA,NA,NA,NA,"0.3684","0.591","0.4169","0.7054"
"PTMA",NA,NA,NA,NA,NA,"0.3878","0.7324","0.3848","0.5254"
"NFYA",NA,NA,NA,NA,NA,"0.3628","0.5132","0.3701","0.7212"
"ING4",NA,NA,NA,NA,NA,"0.9038","1.593","0.5455","0.3425"
"DPY30",NA,NA,NA,NA,NA,"0.5063","0.4023","0.4181","0.8258"
"SNRPD2",NA,NA,NA,NA,NA,"0.546","0.646","0.5373","0.8317"
"UBE2D3",NA,NA,NA,NA,NA,"0.5563","0.4686","0.6538","1.175"
"TMEM203",NA,NA,NA,NA,NA,"1.874","0.4413","0.4791","0.2557"
"CAV3",NA,NA,NA,NA,NA,"0.5423","0.367","0.3815","0.7036"
"KPNA1",NA,NA,NA,NA,NA,"1.879","0.3324","1.642","0.874"
"RNF41",NA,NA,NA,NA,NA,"0.7682","0.4","0.5745","0.7479"
"BAX",NA,NA,NA,NA,NA,"11.25","0.3292","7.499","0.6665"
"UBE2G2",NA,NA,NA,NA,NA,"0.3915","0.3988","0.3853","0.9663"
"ACTG2",NA,NA,NA,NA,NA,"0.4483","0.4432","0.572","1.276"
"SPOP",NA,NA,NA,NA,NA,"0.4465","0.451","0.4541","1.007"
"RPL35",NA,NA,NA,NA,NA,"0.4449","0.5771","0.4144","0.718"
"RBMS1",NA,NA,NA,NA,NA,"0.3398","0.3516","0.3333","0.9481"
"PDAP1",NA,NA,NA,NA,NA,"0.4478","0.4387","0.3975","0.8877"
"RHOG",NA,NA,NA,NA,NA,"1.159","0.4172","0.8781","0.7575"
"RPL7",NA,NA,NA,NA,NA,"1.334","0.6101","0.3816","0.286"
"ARPC5L",NA,NA,NA,NA,NA,"0.8146","0.9047","0.3731","0.4124"
"SKP1",NA,NA,NA,NA,NA,"0.5664","0.4554","0.6478","1.144"
"YWHAB",NA,NA,NA,NA,NA,"0.6758","0.3912","0.57","0.8435"
"PPTC7",NA,NA,NA,NA,NA,"1.656","0.3787","1.079","0.6518"
"GNAS",NA,NA,NA,NA,NA,"0.5078","0.5477","0.9536","1.741"
"FAM78B",NA,NA,NA,NA,NA,"0.7745","0.6528","1.291","1.667"
"FYN",NA,NA,NA,NA,NA,"0.3831","0.3645","0.3532","0.922"
"HNRNPA2B1",NA,NA,NA,NA,NA,"0.5764","0.4721","0.6544","1.135"
"LUC7L2",NA,NA,NA,NA,NA,"0.4248","0.4255","0.4308","1.012"
"H4C11",NA,NA,NA,NA,NA,"0.6815","0.6815","1.174","1.723"
"AP3M1",NA,NA,NA,NA,NA,"0.4565","0.3682","0.5027","1.101"
"UBE2H",NA,NA,NA,NA,NA,"0.6628","0.7392","0.4284","0.5795"
"UBE2I",NA,NA,NA,NA,NA,"0.4465","0.4505","0.4542","1.008"
"PLS3",NA,NA,NA,NA,NA,"0.3331","0.3477","0.3343","0.9613"
"HNRNPF",NA,NA,NA,NA,NA,"2.562","0.4687","0.5319","0.2076"
"RAC1",NA,NA,NA,NA,NA,"0.4658","1.284","0.5957","0.464"
"RAP1A",NA,NA,NA,NA,NA,"0.5359","0.4653","0.6507","1.214"
"RPS26",NA,NA,NA,NA,NA,"0.6696","0.4883","0.9317","1.391"
"H3C4",NA,NA,NA,NA,NA,"3.587","0.4623","1.092","0.3044"
"NRARP",NA,NA,NA,NA,NA,"0.6071","0.8403","1.104","1.314"
"CALM1",NA,NA,NA,NA,NA,"0.4456","0.4303","0.4415","0.9908"
"RAB4B",NA,NA,NA,NA,NA,"0.4481","0.523","0.4142","0.792"
"ELAVL4",NA,NA,NA,NA,NA,"0.7768","0.3717","0.4905","0.6314"
"RIMKLB",NA,NA,NA,NA,NA,"0.6886","2.009","0.3789","0.1886"
"FXR1",NA,NA,NA,NA,NA,"0.4937","0.3578","0.6398","1.296"
"MAFG",NA,NA,NA,NA,NA,"0.4709","0.6042","1.139","1.885"
"COPS5",NA,NA,NA,NA,NA,"0.6047","0.4116","0.9191","1.52"
"STMN1",NA,NA,NA,NA,NA,"0.4393","0.7308","0.4171","0.5707"
"GMFB",NA,NA,NA,NA,NA,"0.6057","0.6582","0.4548","0.6909"
"MPPED2",NA,NA,NA,NA,NA,"1.17","0.3911","0.7431","0.635"
"PPP1CB",NA,NA,NA,NA,NA,"0.4465","0.451","0.454","1.007"
"WDR5",NA,NA,NA,NA,NA,"0.554","0.3789","0.557","1.005"
"MAX",NA,NA,NA,NA,NA,"0.9762","0.4782","0.965","0.9886"
"UBL5",NA,NA,NA,NA,NA,"0.4688","0.3991","0.3923","0.8368"
"H2AC13",NA,NA,NA,NA,NA,"1.907","0.5274","0.7347","0.3853"
"FAM76B",NA,NA,NA,NA,NA,"0.3793","0.5893","0.3457","0.5866"
"VCP",NA,NA,NA,NA,NA,"9.399","0.6767","0.5495","0.05846"
"PELI1",NA,NA,NA,NA,NA,"0.4266","0.8961","0.5477","0.6112"
"MARCHF5",NA,NA,NA,NA,NA,"0.4409","0.5594","0.5887","1.052"
"ELAVL3",NA,NA,NA,NA,NA,"0.5987","0.4062","0.4626","0.7726"
"PCBP2",NA,NA,NA,NA,NA,"0.4731","0.5538","0.4641","0.8379"
"CPLX2",NA,NA,NA,NA,NA,"0.4295","0.512","0.4521","0.8831"
"HAND2",NA,NA,NA,NA,NA,"0.4184","0.4822","0.4328","0.8975"
"DDA1",NA,NA,NA,NA,NA,"1.899","0.6454","6.256","3.295"
"CSNK1E",NA,NA,NA,NA,NA,"0.4737","0.3395","0.4893","1.033"
"RAB5B",NA,NA,NA,NA,NA,"0.3954","0.5707","0.3729","0.6535"
"ETF1",NA,NA,NA,NA,NA,"0.4611","0.484","0.4383","0.9056"
"DCLK1",NA,NA,NA,NA,NA,"0.733","0.3398","0.3578","0.4881"
"PPP3CB",NA,NA,NA,NA,NA,"2.182","0.3798","1.652","0.7572"
"CSNK1G3",NA,NA,NA,NA,NA,"0.3724","0.978","0.5153","0.5269"
"UBE2Z",NA,NA,NA,NA,NA,"0.5548","0.4064","0.4669","0.8416"
"NCKAP1",NA,NA,NA,NA,NA,"0.3734","1.274","0.5354","0.4203"
"CAPZA2",NA,NA,NA,NA,NA,"0.5536","0.5549","0.4657","0.8393"
"CNOT7",NA,NA,NA,NA,NA,"0.4195","0.4969","0.4249","0.855"
"HMGN2",NA,NA,NA,NA,NA,"0.4401","10.71","1.21","0.1129"
"RPL12",NA,NA,NA,NA,NA,"0.6194","0.4494","0.4367","0.705"
"OSTC",NA,NA,NA,NA,NA,"0.8712","0.4054","0.9555","1.097"
"DLX1",NA,NA,NA,NA,NA,"0.4785","0.5076","0.8829","1.74"
"QKI",NA,NA,NA,NA,NA,"0.9397","0.6722","0.5129","0.5459"
"CELF4",NA,NA,NA,NA,NA,"0.4162","0.6173","0.778","1.26"
"SMC3",NA,NA,NA,NA,NA,"0.5363","0.4715","1.439","2.684"
"SPRYD7",NA,NA,NA,NA,NA,"0.7824","0.3972","0.7506","0.9593"
"ILF2",NA,NA,NA,NA,NA,"0.4308","0.5698","0.569","0.9986"
"MTCP1",NA,NA,NA,NA,NA,"0.5535","0.3829","0.4891","0.8837"
"TOMM20",NA,NA,NA,NA,NA,"0.6144","0.4156","0.5297","0.8621"
"ACTA1",NA,NA,NA,NA,NA,"0.9015","0.648","0.4693","0.5205"
"RAB4A",NA,NA,NA,NA,NA,"1.314","0.4623","0.3501","0.2665"
"H2AW",NA,NA,NA,NA,NA,"1.216","0.5925","1.584","1.303"
"STUM",NA,NA,NA,NA,NA,"0.3363","0.338","0.3623","1.072"
"H3-3A",NA,NA,NA,NA,NA,"0.5816","0.4972","0.9888","1.7"
"DYNLT1",NA,NA,NA,NA,NA,"2.427","0.654","0.3717","0.1531"
"PHLDA3",NA,NA,NA,NA,NA,"1.868","0.5321","1.644","0.8803"
"NEK7",NA,NA,NA,NA,NA,"0.417","0.3289","0.4518","1.083"
"CDC73",NA,NA,NA,NA,NA,"0.5162","0.4608","0.3953","0.7657"
"UCHL5",NA,NA,NA,NA,NA,"0.7812","0.3632","0.6534","0.8364"
"RNF2",NA,NA,NA,NA,NA,"0.4195","0.3649","0.3787","0.9027"
"SF3B5",NA,NA,NA,NA,NA,"0.636","0.483","0.6426","1.01"
"ABRACL",NA,NA,NA,NA,NA,"0.4769","0.3497","0.3462","0.726"
"UFC1",NA,NA,NA,NA,NA,"0.4164","0.7941","0.3353","0.4222"
"NKAIN2",NA,NA,NA,NA,NA,"0.8525","0.7341","0.8642","1.014"
"SNAPIN",NA,NA,NA,NA,NA,"0.3402","0.4133","0.3372","0.8159"
"CHTOP",NA,NA,NA,NA,NA,"0.3532","0.7085","0.3534","0.4988"
"S100A10",NA,NA,NA,NA,NA,"1.579","0.7008","0.6117","0.3875"
"BUB3",NA,NA,NA,NA,NA,"0.4854","0.4119","0.4239","0.8732"
"TIAL1",NA,NA,NA,NA,NA,"0.4307","0.5137","0.4328","0.8425"
"APH1A",NA,NA,NA,NA,NA,"0.3848","0.4","0.3411","0.8528"
"H2BC21",NA,NA,NA,NA,NA,"0.5193","0.4971","0.5801","1.117"
"H3C10",NA,NA,NA,NA,NA,"0.5899","0.5118","0.5011","0.8495"
"H2BC18",NA,NA,NA,NA,NA,"0.5842","0.5341","0.7294","1.249"
"CCNC",NA,NA,NA,NA,NA,"0.5607","0.5948","0.6633","1.115"
"RBM8A",NA,NA,NA,NA,NA,"0.5009","0.481","0.4468","0.8919"
"SHOC2",NA,NA,NA,NA,NA,"0.3786","0.3668","0.4789","1.265"
"RAB39B",NA,NA,NA,NA,NA,"0.4309","0.5453","0.434","0.7958"
"NHLH2",NA,NA,NA,NA,NA,"2.179","0.405","1.329","0.61"
"NRAS",NA,NA,NA,NA,NA,"0.4953","0.5512","0.6285","1.14"
"BCAS2",NA,NA,NA,NA,NA,"0.7551","0.4924","0.5409","0.7163"
"SMNDC1",NA,NA,NA,NA,NA,"0.7775","0.7726","4.725","6.077"
"SYNCRIP",NA,NA,NA,NA,NA,"1.555","0.4165","1.039","0.6683"
"AHCYL1",NA,NA,NA,NA,NA,"0.6195","0.4797","0.5296","0.8549"
"GNAI3",NA,NA,NA,NA,NA,"0.44","1.031","0.5337","0.5175"
"ACTR1A",NA,NA,NA,NA,NA,"0.7284","0.5","0.9292","1.276"
"AMY1C",NA,NA,NA,NA,NA,"0.4447","0.4158","0.7655","1.722"
"MFSD14A",NA,NA,NA,NA,NA,"0.5829","0.4276","0.4336","0.7439"
"BTRC",NA,NA,NA,NA,NA,"3.83","2.027","0.3301","0.08621"
"LBX1",NA,NA,NA,NA,NA,"1.122","0.3432","0.5196","0.4633"
"PTBP2",NA,NA,NA,NA,NA,"1.346","0.6084","3.981","2.958"
"CNN3",NA,NA,NA,NA,NA,"0.3877","0.343","0.3767","0.9716"
"DR1",NA,NA,NA,NA,NA,"0.5454","0.6568","1.317","2.006"
"RPL5",NA,NA,NA,NA,NA,"8.185","0.3787","2.18","0.2663"
"MRGBP",NA,NA,NA,NA,NA,"0.6323","6.503","0.3937","0.06054"
"GTF2B",NA,NA,NA,NA,NA,"0.5611","0.4838","1.699","3.027"
