"","Rho","N","P","p.adj","PermPval","Bat","Cetacean","Combination","ratio"
"FAM174C",0.00290392933678265,104,0.971343775619661,0.986793787019996,0.979601526368544,"0.3389","0.3012","0.2142","0.6322"
"RBBP6",0.0059954583326267,205,0.916675106178397,0.960424976418754,0.979601834944105,"29.36","0.5911","1.047","0.03564"
"ADGRG5",0.0272021974411547,209,0.631695899111811,0.796375780161286,0.979607414609062,"0.1994","0.4314","0.1547","0.3585"
"SPHK2",-0.0129575133152887,167,0.838465503988344,0.921316005961785,0.979646720099603,"0.2409","0.9161","0.1711","0.1867"
"NIM1K",0.0191348312132267,148,0.777036820255927,0.888089650577484,0.979651255121595,"0.2401","0.179","0.2457","1.024"
"TMEM62",0.00861636048413633,197,0.882842940234207,0.945175745799701,0.979708644531539,"1.116","4.114","0.1663","0.04043"
"RHOC",-0.0195596712580656,148,0.772221728814191,0.884988333773879,0.979753295378776,"0.1958","0.179","0.2005","1.024"
"TRIM62",0.0141711879969049,64,0.891271174493957,0.948279344032733,0.979770487182817,"0.2564","0.3409","0.2942","0.8631"
"ARHGAP1",-0.0105941622315895,143,0.877547518174119,0.941692287139368,0.979771438104771,"0.2576","0.5898","0.1796","0.3045"
"ADAM2",-0.0166204902500111,210,0.769076506606536,0.883281580328558,0.979777079165476,"0.2113","0.7282","0.1596","0.2192"
"TTLL7",0.00520743875833084,185,0.931244157792983,0.966657629274075,0.979785734051946,"0.1954","0.2074","0.1609","0.7758"
"LZIC",-0.0174228686613594,53,0.878837396957106,0.942633958449468,0.979799122931108,"0.2836","0.3765","0.3431","0.9113"
"SYT11",-0.0325213916269188,110,0.678900277609651,0.828599057456307,0.979859230074694,"0.2093","0.4876","0.2764","0.5668"
"PPWD1",0.0237109092231105,128,0.744431041047593,0.867865269629173,0.979920536446786,"0.2737","0.3945","0.1921","0.4869"
"RAD51AP2",-0.0273157886156611,208,0.631100190886312,0.79593830820955,0.979931235385745,"32.76","9.701","0.2518","0.007685"
"HS2ST1",-0.00385236099605251,69,0.969186952247727,0.985883262975534,0.979953370460492,"0.343","0.3319","0.2723","0.794"
"SMPD1",0.0263201266048427,200,0.650113697122913,0.809140497889154,0.980055207405905,"0.1764","0.4934","0.1797","0.3642"
"IQCG",-0.0124607038520802,201,0.829540573300637,0.917074765671552,0.980107643208741,"0.1567","0.1759","0.1546","0.8787"
"PRIMPOL",0.00660119486145998,217,0.905632935555518,0.955365431785839,0.980122111446016,"0.189","0.1488","0.1733","0.9168"
"SLC17A3",-0.0353154305219765,130,0.624576839301118,0.791767296403112,0.980137274730814,"NA","0.2061","0.2061","NA"
"LGALS9C",-0.00332161943548561,163,0.958830830545096,0.980493167625391,0.980172500428591,"0.172","0.4103","0.2192","0.5342"
"ROCK2",-0.012484639654183,148,0.853413919789145,0.929512733991768,0.980234371070764,"0.4445","0.2938","0.234","0.5264"
"TGIF2",-0.00949503874880742,102,0.907413763393721,0.956132865516928,0.980259367271502,"0.2129","0.243","0.2103","0.8654"
"CRNKL1",0.0103336305139089,200,0.85865147995783,0.931471986237629,0.980300464770522,"0.1689","0.2649","0.162","0.6116"
"MGAT2",-0.00392388879784127,135,0.955799223744759,0.978716423402193,0.980326437985511,"0.3403","0.2507","0.2142","0.6295"
"CMTM4",0.015253441695678,127,0.834542381066664,0.919592435459066,0.980350378787879,"0.955","0.704","0.2486","0.2603"
"FSTL5",0.0504127618537711,185,0.403568367224395,0.620653629247936,0.980364945841696,"0.2445","29.83","0.2789","0.009349"
"CCDC57",-0.113851775284365,196,0.0521108826767057,0.172182189674302,0.980374743794509,"0.1909","288.3","1.172","0.004065"
"ABCB1",0.0277620059294088,203,0.629760173422739,0.79524688745299,0.980379214392027,"0.1723","0.2267","0.154","0.6794"
"ZIC5",0.0312049972836449,125,0.671648042045609,0.823579461211789,0.980410033855449,"0.7626","0.5452","0.2249","0.2949"
"CCDC51",0.0114277148707775,180,0.851867475453793,0.929024967096817,0.980456727809922,"1.648","0.5225","0.307","0.1864"
"EMP2",-0.012324636076271,146,0.856255353579229,0.930846312041008,0.980536409413949,"0.2613","1.025","0.1781","0.1738"
"EVC",-0.056467576081207,210,0.318551476964164,0.539928051517906,0.980541013447726,"0.3118","27.88","0.2706","0.009706"
"PKD2L1",-0.0931932042898992,198,0.110049307982638,0.283074911804883,0.980580571828277,"66.06","256.5","0.4248","0.001656"
"MED9",0.0172894827990906,104,0.830641371174857,0.917693998821162,0.980605540140217,"0.2223","0.2662","0.2085","0.7835"
"USP43",-0.0153499253928809,194,0.794475161604358,0.897064037256064,0.980665950590763,"0.2295","0.7505","0.1674","0.223"
"LGALS2",-0.0223309285625395,144,0.744481099625025,0.867865269629173,0.980690869816022,"1.063","0.5347","0.1861","0.1751"
"GLB1L3",0.0128329641928824,180,0.833902706625331,0.919101855294635,0.980703685879476,"0.1624","NA","0.1624","NA"
"DAAM1",-0.0212294180635353,141,0.759179575416311,0.876080451811803,0.980788240856148,"0.1807","0.1914","0.1841","0.9623"
"LRRTM1",-0.00236345998187892,112,0.975778641197856,0.989694480347854,0.980833038586563,"0.2061","0.2074","0.2015","0.9718"
"NFRKB",-0.057963346569019,204,0.312981222205117,0.533993551308911,0.980877894459335,"0.7981","0.176","0.3453","0.4327"
"STBD1",-0.0502943319982339,203,0.38248880533615,0.600116272476623,0.980898337047831,"0.2813","3.792","0.1819","0.04797"
"CA2",-0.0580531757761101,175,0.349680324832808,0.570279714428719,0.980995372982733,"0.1733","8.416","0.2538","0.03016"
"MIOS",-0.0658825353152291,106,0.410538392231736,0.626974169926726,0.981038732547708,"0.7392","0.4762","0.3004","0.4065"
"HOXB13",0.00288997857037228,150,0.965652399648905,0.984198815047005,0.981039114942249,"0.6425","3.618","0.1906","0.05268"
"C11orf65",-0.0327814654795898,153,0.6217444303568,0.78936483454217,0.981060567676297,"0.1796","0.7257","0.206","0.2839"
"CREBZF",0.0226119456701989,125,0.758721869800106,0.875812147129106,0.981077704520377,"0.4789","0.2184","0.3232","0.675"
"PPP2R1B",0.0232546741471667,174,0.708748228589185,0.847365463351202,0.981087920837125,"0.1645","0.2477","0.1985","0.8016"
"TBX10",-0.00831411028840935,190,0.888959019394027,0.947383474037569,0.981099547654446,"30.61","3252329","0.2011","0.00000006183"
"CNR2",0.0569667319842861,177,0.356009198381182,0.576138672380226,0.981103604141844,"0.1688","2.165","0.2985","0.1379"
"SLC35G1",0.000683881194155062,163,0.991520161876869,0.997002992984395,0.981138350437096,"0.404","3.168","0.1711","0.05401"
"CHCHD4",0.00850454849210808,111,0.9133975161439,0.959055812790901,0.981144150115421,"0.2235","0.2238","0.2535","1.133"
"MRPS7",0.00288027117047761,162,0.964408064639845,0.983397556258638,0.981214655409664,"0.1796","0.1783","0.1704","0.9484"
"RPS6KB2",-0.00421281209053915,158,0.948614919309691,0.975185400153776,0.981348041149768,"0.1759","0.1856","0.172","0.9266"
"APEH",0.0245882925838112,185,0.683720233333529,0.83188041163345,0.981406722607084,"0.1935","0.6048","0.1703","0.2816"
"ONECUT2",-0.0439612467783331,64,0.671527820706692,0.823495148053375,0.98142113541368,"0.8233","0.3077","0.4007","0.4867"
"CXCR1",0.00232674592195398,112,0.976154783608206,0.989890509157576,0.981443475286472,"0.2717","0.5362","0.2093","0.3904"
"YJU2",-0.0016655380917934,122,0.982171115989894,0.992449077497225,0.981446978575266,"NA","0.1943","0.1943","NA"
"PMF1",-0.101974403721134,178,0.0975314978194948,0.261818323789223,0.981455370171768,"0.1956","1.945","0.9299","0.478"
"MRPS18B",-0.0187260910360113,161,0.772423290582184,0.885092552516728,0.981490769766632,"0.1725","0.2284","0.1767","0.7738"
"COQ8B",-0.0154232098338277,197,0.791946129783919,0.89560846080309,0.98149881389563,"0.1675","0.2192","0.2296","1.047"
"OAS2",-0.0169966219717441,185,0.778243329481436,0.888897199026548,0.981558205335489,"0.1646","0.1819","0.1595","0.877"
"SLC9B2",-0.00527159963026172,182,0.930970507139967,0.966657629274075,0.981574239713775,"0.1608","0.2379","0.1847","0.7763"
"FFAR2",0.0418496312806494,199,0.471883306205738,0.681193475521384,0.981582323592302,"0.4427","124.7","0.2592","0.002078"
"FSIP1",-0.010950411040636,215,0.844815188656391,0.925136928855126,0.981591882383532,"0.1493","0.1495","0.1488","0.9951"
"RFPL4B",-0.0141888540986905,145,0.835371596534892,0.92000112097394,0.981637764408026,"0.2695","1.096","0.1811","0.1653"
"HDHD2",0.0231016341452582,118,0.760553855001577,0.876955093510249,0.98164038846904,"0.2036","0.2389","0.242","1.013"
"ZNF33B",-0.135164852843634,167,0.0334609743622102,0.12755809210281,0.981642761983049,"0.1675","7.522","1.219","0.162"
"ADIPOR2",0.0168066747079786,143,0.806896126793262,0.904958776348877,0.981652864044168,"0.3531","0.3348","0.1946","0.5511"
"DUS4L",-0.00769404676365002,140,0.911851276185592,0.958450086805165,0.981669618978153,"0.1898","0.1883","0.199","1.048"
"SLC25A44",0.0280789029063599,111,0.719545529373981,0.853236151544193,0.981680982190518,"0.2266","0.4823","0.2043","0.4236"
"NFILZ",-0.0398956955462842,174,0.521625960712134,0.719574019251343,0.98169322576947,"0.555","0.3081","0.2129","0.3837"
"TIGD2",0.0363711174384749,149,0.589122531564691,0.767166548401613,0.981701551098754,"0.75","77.13","0.2255","0.002924"
"NPC2",0.0278416914948673,107,0.726758057692148,0.857882482047905,0.981723281137959,"1.404","0.9996","0.228","0.1624"
"ADSS1",0.0152176320079653,144,0.824232290721105,0.913644023006312,0.98174940475986,"0.6852","1.384","0.1815","0.1311"
"KBTBD11",-0.0526097753452167,118,0.48766912066732,0.693488273618877,0.981757114960038,"0.1959","0.3749","0.2933","0.7823"
"GABRA6",0.00999945455143309,159,0.878037242584953,0.94209145473008,0.981820917983446,"0.3231","0.2842","0.1949","0.6032"
"BET1L",0.0238441236015479,99,0.773618089378075,0.885954479147397,0.981822991459451,"0.2301","0.2638","0.2117","0.8027"
"RELT",0.0164910628543565,201,0.775701068776482,0.887133254900033,0.981826037644136,"0.5265","1.54","0.1549","0.1006"
"DUS1L",0.00138937893641613,163,0.982773301935051,0.992761979086014,0.981850718153991,"0.1719","0.1695","0.1726","1.004"
"PSMD5",0.0340741926199618,172,0.586345327568285,0.765247364142215,0.981866101454244,"0.2137","0.6673","0.1744","0.2614"
"TIE1",-0.0327461826712393,177,0.595719680552338,0.772109528801942,0.981870947535369,"0.1782","1.202","0.2168","0.1803"
"TMEM95",0.00532768246306132,125,0.942306667570263,0.972386102692936,0.981885717700014,"0.3526","0.4001","0.1921","0.4803"
"PDLIM7",0.0201916198368299,138,0.773033471753576,0.885601490191919,0.981929198161583,"0.1825","0.1831","0.1826","0.9974"
"GID4",0.0136350678030657,113,0.860330210235157,0.932092350994109,0.981984899357456,"0.2007","0.3381","0.262","0.7749"
"RNF175",0.063968862058803,160,0.324709141110197,0.5452165520695,0.982003725083175,"1.148","6565319","0.6493","0.0000000989"
"CNIH1",0.0828078671210825,15,0.713303173878458,0.850035551713068,0.982045954613206,"0.4398","NA","0.4398","NA"
"ZBTB49",-0.0885191590199587,194,0.133029957771544,0.319421489462228,0.982060361773242,"0.1607","61.89","0.8887","0.01436"
"FAM216B",-0.00776487549156679,166,0.903063939957392,0.954354059384374,0.982079777302087,"0.1689","0.1682","0.1698","1.005"
"P4HA1",0.0125946473103005,116,0.869173243707886,0.936860133288188,0.982110556099504,"0.2009","0.2021","0.2054","1.017"
"TIGD5",0.0666965294462175,109,0.398088090259214,0.615300455938177,0.982120436096021,"0.4672","0.2661","0.2469","0.5285"
"ASDURF",0.0103548433976216,128,0.886792244624439,0.946661073947983,0.982141307902271,"0.2119","0.2682","0.189","0.7044"
"LRRC58",-0.0137083529598282,117,0.857107227634942,0.930946580201685,0.982141618478885,"0.2034","0.1966","0.2023","0.9947"
"SNAPC1",0.0483334812841832,169,0.444265456993923,0.657279571266342,0.982183663977027,"0.1759","0.7765","0.4231","0.5449"
"GRINA",0.00982835982835894,119,0.896398812395033,0.950511814720384,0.982194946782258,"0.2119","0.2487","0.1951","0.7845"
"SEPTIN1",-0.0647110839402697,156,0.325329931253728,0.545466215415147,0.982199234002929,"0.1777","2.056","0.3114","0.1515"
"TEAD4",-0.00336103073073441,104,0.966835481650913,0.984680586645743,0.982212940262518,"0.6696","1.407","0.2126","0.1511"
"PGM3",-0.00374304654876474,198,0.948825688497979,0.975339414617117,0.982279972570016,"0.1559","0.1847","0.1584","0.8574"
"C1QL3",0.0829184989234173,18,0.683604026301211,0.831840872889805,0.982308304345825,"1.149","0.8707","0.4118","0.3584"
"SHLD3",-0.0019993060813095,173,0.974455146512418,0.988757696388852,0.982321147474214,"0.2589","0.3358","0.1668","0.4967"
"NPR2",0.0221470317244686,128,0.760754549663282,0.877123301658033,0.982328144773859,"0.2537","0.1951","0.2288","0.9019"
"PHKG2",-0.00343455397010038,139,0.960729764223291,0.981476703760556,0.982348863692628,"0.1887","0.2447","0.1846","0.7542"
"THYN1",0.0169038398369464,159,0.795313661788198,0.897611046136099,0.982363443271377,"0.2092","0.2304","0.1732","0.7515"
"NRP1",0.025104568449384,169,0.691110254772892,0.835538943963896,0.982386118473772,"0.2894","0.1987","0.1999","0.6909"
"GALT",-0.000963882431066263,168,0.987864364220217,0.99476468165955,0.982417179040103,"0.2172","0.371","0.1683","0.4538"
"RTP3",-0.0802249452120219,113,0.300545911225667,0.520998339446768,0.982461022609262,"0.2273","0.9287","0.3445","0.371"
"TRIM10",-0.0189088354373009,178,0.758659207599075,0.875812147129106,0.982510468970817,"0.1943","0.241","0.1624","0.674"
"KCNQ5",-0.0357119161222538,157,0.586059081537084,0.764998566176394,0.98257015046767,"0.9068","0.1863","0.467","0.5149"
"PPP1R14B",0.0188062974629527,28,0.906383852304135,0.955653581377793,0.982570601627592,"0.4097","7.498","0.4415","0.05889"
"MAPRE1",0.00674839217621108,51,0.953845717420176,0.977592170368081,0.982610143527923,"0.4218","0.338","0.3306","0.784"
"MSH5",0.0311372209612544,202,0.589662089982129,0.767306260524879,0.98264152259392,"0.2784","0.1861","0.1794","0.6444"
"CSRNP3",0.00910180123355708,157,0.889616504766192,0.947842287054305,0.982660365557023,"0.2652","0.379","0.1754","0.463"
"RGS9",-0.0552661661368592,192,0.350806693894276,0.571069045340408,0.982691942473369,"16.31","8.975","0.224","0.01374"
"WDCP",-0.122944945184233,213,0.0287210717520579,0.114640705955707,0.982755044381978,"0.2411","29689","1.617","0.00005446"
"SHOX2",-0.00932701073200648,110,0.905494522544013,0.955282393838956,0.982776032663581,"0.2211","0.4285","0.2059","0.4806"
"SLC5A5",-0.0367572440986247,194,0.532753830767218,0.728710350424088,0.982777428508317,"0.2931","2.77","0.1716","0.06193"
"UROD",-0.00948622872698009,138,0.892218450517536,0.948714434852075,0.982810642772241,"0.2459","0.2181","0.2006","0.8158"
"RP2",0.0039588956366763,141,0.954411779188079,0.977940532148789,0.98283060883648,"0.3485","0.2499","0.2339","0.6712"
"EMC6",0.0346349555644087,19,0.860756223383737,0.932299703044353,0.982835254580277,"0.6905","NA","0.6905","NA"
"CBLB",0.00413671921719252,151,0.950685202500006,0.976267704347757,0.982846133678198,"0.2253","0.2603","0.1795","0.6898"
"LCN12",-0.00247130847494096,146,0.971025301582494,0.986793787019996,0.982862595648194,"0.1958","0.2454","0.185","0.7541"
"ZMAT2",-0.0608580619450185,10,0.831170409541762,0.917837892035559,0.982957277780984,"0.5708","0.6025","0.4959","0.8232"
"SYT4",-0.0252762397017418,134,0.722074099772307,0.854993431583129,0.982957896918392,"1.574","2.475","0.2188","0.08839"
"CEP83",0.0258234302615622,193,0.662033602596852,0.817427600984168,0.98295820703153,"4.516","5.382","0.2194","0.04076"
"RIPK1",0.100734444668926,203,0.0802614808797783,0.230824694667187,0.982959686337589,"0.2875","16762","0.9894","0.00005903"
"WDR43",0.0155690078572395,166,0.807076498266446,0.904970788680518,0.983062480934025,"0.1684","0.4761","0.2318","0.4867"
"KIF26A",0.00469950487791663,156,0.943056135348348,0.972573400509321,0.98306588952052,"0.2921","0.239","0.1835","0.6282"
"EXOC1L",0.030518430894707,79,0.742883200483436,0.866760260600506,0.983079983710854,"0.2418","0.4132","0.2573","0.6226"
"DPCD",-0.0198125803207687,148,0.769359431000259,0.883482762596161,0.983091230243992,"0.1835","0.2628","0.1857","0.7067"
"NEB",-0.00117286419807539,217,0.983195337117962,0.992812001297509,0.983115447936792,"0.4875","56.56","0.2051","0.003626"
"AP1S2",-0.00433238083001751,70,0.96509255259764,0.98384474910285,0.983128330765539,"0.3303","0.2587","0.3614","1.094"
"ZFAND6",0.0063289607554537,106,0.936988241695718,0.969674841987079,0.983164670853083,"0.2274","0.2459","0.2664","1.083"
"ATP2B2",0.0310559164964159,144,0.650355634194484,0.809252788365484,0.983193419940459,"0.363","4.348","0.2072","0.04765"
"SH2B3",-0.00458969101184459,142,0.946968402032821,0.974557101378172,0.983251549146458,"0.2111","0.2067","0.1843","0.873"
"UBE2V2",-0.132803178814933,15,0.555689790282795,0.744290054705159,0.983259208746576,"0.6416","0.6637","0.4417","0.6655"
"CCDC172",-0.00543899239549849,185,0.928194955909145,0.965744194443636,0.983271285126899,"0.1599","0.1734","0.1624","0.9365"
"FCMR",-0.00607548663141383,174,0.922257859652062,0.962497245819624,0.983272804135201,"0.2637","0.2587","0.1683","0.6381"
"MAN1A1",-0.0168639390788507,144,0.805579246495865,0.904115521281164,0.983335739476561,"0.1838","0.2344","0.1826","0.779"
"CHGB",0.0106674927049976,202,0.85340869844542,0.929512733991768,0.983369184264335,"0.1656","0.1753","0.1929","1.101"
"FGFR4",0.000457331861751481,182,0.994003987921586,0.997935985977769,0.983397696911715,"0.1869","0.19","0.1629","0.8571"
"UBE2W",0.00640747364216766,56,0.953998749457759,0.977592170368081,0.983402697688412,"0.3217","0.3666","0.272","0.7419"
"SLC7A6OS",-0.00349345382870288,174,0.955250161412526,0.97848630667797,0.98340280023475,"4.15","31.11","0.1831","0.005885"
"SNX30",0.0131752846419102,118,0.862017512039837,0.933162239728147,0.983435546528367,"0.1982","0.1973","0.1963","0.9901"
"YEATS4",-0.0427960492510913,14,0.855132140584706,0.930429354296353,0.983441504410052,"0.4531","0.48","0.4862","1.013"
"MRPL35",-0.0188793069968235,171,0.763719006598616,0.878957964872775,0.983443478491083,"0.1677","0.1661","0.1665","0.993"
"SIM2",0.0187829263170522,158,0.773855744003542,0.885954479147397,0.983457405350337,"0.1891","0.2296","0.2499","1.088"
"SHB",0.00409319019145154,112,0.958064791918835,0.980051959361068,0.983457711442786,"0.2202","0.2779","0.2026","0.7293"
"CETN3",-0.0236495427843249,90,0.785816953435799,0.892641647538841,0.983503537658782,"0.2911","0.3329","0.222","0.667"
"TMEFF2",-0.0172580074872213,61,0.870992356153547,0.937878712032881,0.98357061805464,"0.2635","0.3439","0.2649","0.7702"
"PTPRM",0.0258270718246521,148,0.702295719122696,0.843007733658493,0.983598988304391,"0.1773","0.181","0.1803","0.9962"
"AK3",-0.0227921366089378,119,0.762679845485468,0.878476809249772,0.983610243520794,"0.2157","0.3724","0.1981","0.5321"
"NR2C1",-0.00230008791257348,140,0.97359946553673,0.988423972054229,0.983610791937222,"0.4267","0.9526","0.1862","0.1955"
"KLHL22",0.0132575112050695,141,0.848179382328393,0.92708787404501,0.983619567957164,"0.1853","0.1883","0.1919","1.019"
"ZNF22",0.0140564791246139,116,0.85414988286726,0.9299263600365,0.983624367627828,"0.2006","0.464","0.2374","0.5117"
"IL17RA",0.0365797698851366,198,0.530509478125268,0.727049080422183,0.983683586593383,"0.5204","36.31","0.189","0.005204"
"SLC35F2",0.0115959752715951,173,0.852662034081968,0.929384774155687,0.983709220158253,"0.7136","3.767","0.1653","0.04389"
"SLC22A5",-0.0142706459972123,187,0.812088975722906,0.907452216376444,0.983733140461553,"0.1618","0.2041","0.1634","0.8009"
"CCRL2",-0.0820541651894773,213,0.144341586012442,0.335476261346566,0.983736054528083,"0.2799","40354","1.129","0.00002798"
"PSD",0.00415950567966566,190,0.944311519041758,0.973219364792686,0.983748073111649,"0.1821","0.8356","0.1931","0.2311"
"TYW3",-0.0024164332727981,167,0.969674111557637,0.986190741905765,0.983765454327212,"0.1773","0.263","0.1683","0.6401"
"ITPR2",0.00643038330489765,185,0.915152343699266,0.959688496316633,0.983780243088408,"1.475","533.5","0.1726","0.0003235"
"NEUROD4",-0.00334333632117199,147,0.960672709018933,0.981476703760556,0.983782866836302,"0.1775","0.1802","0.1791","0.9937"
"RPS6KA5",-0.0180912051938697,159,0.781289602956879,0.889814887178226,0.983785487485992,"0.209","8.713","0.2347","0.02693"
"TPRG1",0.0721257964637608,179,0.239887941049334,0.457052868547732,0.983807541889419,"0.6963","907.8","0.308","0.0003393"
"SPRYD4",0.0053519955725742,131,0.940650001783544,0.971433437702992,0.983821884265452,"0.2004","0.2707","0.1872","0.6916"
"MYH2",0.0238145718031518,170,0.705387681301619,0.84499695183766,0.983888822780656,"0.2881","1.776","0.1874","0.1055"
"ROPN1L",-0.0101458474718703,159,0.87626597577215,0.940764149568303,0.984045503595308,"0.1711","0.1796","0.174","0.9684"
"KCTD11",-0.00564766088566232,123,0.939346341012112,0.970771128188828,0.984098951815821,"0.1951","0.1938","0.1968","1.008"
"ZNF362",0.0155568893652519,35,0.912770619096562,0.958786625100642,0.984114155045396,"0.337","0.3278","0.3325","0.9865"
"PITX2",0.0124738877956035,75,0.896128853110323,0.950365595007876,0.984129901156456,"0.2389","0.2398","0.2392","0.9976"
"ME1",-0.00879694675776181,173,0.887954260138387,0.946876197738744,0.984171209843271,"0.735","4.981","0.1691","0.03395"
"DEUP1",-0.00334879742656001,195,0.954560897339748,0.977966000623038,0.984186258229299,"18.21","5142","0.1578","0.0000307"
"KCNE4",-0.00555257955348177,167,0.930387692268885,0.966657629274075,0.984206910090302,"0.1742","0.2166","0.1686","0.7783"
"DNAJC30",-0.0246287471427287,160,0.704561889342867,0.844377609440604,0.984216234462367,"0.1719","0.171","0.1726","1.004"
"ABHD17A",-0.00404057100959809,109,0.959171112001008,0.980619482126255,0.984236199930813,"0.2074","0.2095","0.2032","0.9699"
"FAM83D",-0.0130354055140598,204,0.82049262418499,0.911645811151799,0.984241734785308,"0.5844","0.2754","0.2038","0.3487"
"ARL14EP",0.0138875494907577,61,0.896026830556685,0.950365595007876,0.984328613382674,"0.2624","0.2841","0.2623","0.9232"
"BAHCC1",-0.103552699645412,177,0.0933862769038914,0.254360374981459,0.984329039627212,"0.1664","1.514","0.6651","0.4393"
"KLF17",-0.01731087427737,210,0.759773702211484,0.876497641322772,0.984336784266425,"0.1879","0.5065","0.1605","0.3168"
"MEIS1",0.0125061079896144,31,0.934191641443611,0.968096644854645,0.984337987626311,"0.4947","0.3658","0.574","1.16"
"MRPL44",-0.0525678822282666,173,0.399824123354908,0.616911158222469,0.984375487832376,"0.1806","0.9397","0.1991","0.2119"
"MADD",-0.0145821535614389,206,0.798653936393436,0.900031314614612,0.984419873635841,"0.4136","0.6073","0.1569","0.2584"
"MRO",0.0118008318991716,126,0.87213112013475,0.938397134507549,0.984454023963884,"0.2886","5.17","0.1907","0.03688"
"RPP30",-0.0232120501971177,146,0.732981486368438,0.861231486176303,0.984456021543942,"0.1978","0.1866","0.1844","0.9325"
"MGP",-0.0126174760819652,116,0.868938252531852,0.936842975566053,0.984466072521289,"0.1983","0.2266","0.2018","0.8906"
"FAM170A",0.0401440688939825,173,0.520254172230724,0.7186925133134,0.984474544816739,"0.1866","5.041","0.176","0.03491"
"ATP6V1F",0.00469669977021453,107,0.952993277601813,0.977425870284849,0.984479043942954,"0.227","0.2412","0.2639","1.094"
"ISG20L2",-0.00760408503427867,170,0.90391653246296,0.954648212917354,0.984509629790321,"0.3045","0.5758","0.1673","0.2906"
"TMC3",0.0554160178315293,200,0.339554255772126,0.560424306014634,0.984541181207819,"4.953","2.086","0.1844","0.03722"
"BCL2L11",0.0302680739707257,107,0.704023500387638,0.844068633640742,0.984573542620613,"0.3221","0.3729","0.2318","0.6217"
"PGBD1",-0.0888942412226778,154,0.179488832939598,0.384679637574258,0.984575953294224,"0.3879","25.77","0.6604","0.02562"
"GTSF1",-0.0201591754340152,83,0.824126063334279,0.91358955770524,0.984606535139683,"0.3114","0.3754","0.2292","0.6105"
"PYCR1",0.0183924156459808,155,0.780518723460636,0.889712137282736,0.984642621870883,"0.1738","0.1731","0.1739","1.001"
"CSF1R",0.0204164399446951,208,0.719672444358389,0.853236151544193,0.984647081135133,"0.5615","0.5821","0.1638","0.2815"
"ALDH3B2",0.0088653119709978,126,0.903758826161157,0.954648212917354,0.984665424290079,"1.191","4.237","0.1979","0.04671"
"PUS1",-0.0198919340838382,151,0.766164287468042,0.88094854696153,0.984690799634879,"0.1752","0.1861","0.178","0.9565"
"AMIGO3",-0.038400157321382,181,0.529189899875747,0.726065058545117,0.984706666894653,"0.1675","0.7948","0.2374","0.2987"
"DTX3",0.0236422633078971,52,0.837708654597377,0.921112144260656,0.984729075911767,"0.2812","0.3437","0.2859","0.832"
"PFKFB2",0.00461068484463046,138,0.947491488039105,0.974805880027832,0.984730707818222,"0.2008","0.2191","0.1836","0.8382"
"MAP3K7",0.0139632855549185,101,0.864873100340145,0.934971861579021,0.984761648532476,"0.2374","0.2099","0.2346","0.9882"
"DISP1",0.0212463434122877,200,0.714244156598236,0.850460227240492,0.984818576911021,"0.2923","1.001","0.1606","0.1605"
"CLCN3",0.0205207281157462,107,0.796749743108243,0.89880785260614,0.984834328628624,"1.196","0.3669","0.3488","0.2916"
"ZKSCAN2",0.00739802025629362,217,0.894305216340541,0.949573533739512,0.98486667667217,"2.438","0.6339","0.2449","0.1005"
"EIF5A2",-0.0855920985021826,14,0.715000654688089,0.850823692865457,0.984867426777082,"0.4475","NA","0.4475","NA"
"MCM8",-0.00330098714755907,187,0.956146017600447,0.97889957331367,0.984878526355626,"0.233","0.2877","0.1591","0.553"
"EPC1",-0.00818041162226843,155,0.901368836067384,0.953570283931659,0.984907856768101,"0.9914","0.6708","0.2006","0.2023"
"USE1",-0.0145144084146854,125,0.843699938606064,0.924662010543979,0.984910495478125,"0.4192","0.3868","0.2107","0.5026"
"EDDM13",-0.0428277382959747,91,0.62066962219471,0.788550106034548,0.98493725373533,"0.2794","NA","0.2794","NA"
"FDX1",-0.0255014231101945,125,0.729034489538804,0.859358490460199,0.985000033032299,"0.192","0.3043","0.2446","0.8037"
"PRPF19",-0.0340610332208853,43,0.789268026134281,0.894466498172859,0.985010369734678,"1.469","1.005","0.3885","0.2645"
"GCNT3",-0.0119672545226199,190,0.840722052342448,0.922655118413267,0.985081002924649,"0.1674","0.1703","0.1839","1.08"
"NME3",0.0393918104800703,114,0.609620069324297,0.781661886965336,0.985089514953855,"0.1989","0.3899","0.2292","0.5878"
"ADA2",0.0156238602299783,181,0.797935427134745,0.899638040231818,0.985091607214809,"0.2162","0.1633","0.2126","0.9837"
"AGR2",0.00609759798963504,144,0.929085220294491,0.966156855676661,0.985099978137665,"0.3559","2.473","0.1823","0.07372"
"KLF9",-0.0100656406946462,48,0.933335842841861,0.967997936169256,0.98510404413824,"0.6871","0.3918","0.3983","0.5797"
"TMEM88",0.00315872412018298,89,0.97121155483917,0.986793787019996,0.985131918954853,"0.2364","0.2989","0.2229","0.7457"
"BRCA1",-0.0118087087377391,199,0.839136443182215,0.921483760897736,0.985139537282592,"0.1545","0.2014","0.1746","0.8668"
"GPR3",-0.00433020723900541,128,0.952526650212124,0.977323124948346,0.98514052741152,"0.2242","0.2136","0.1979","0.8825"
"MECR",-0.00469698808938331,193,0.936631093045826,0.969530419232765,0.985183193232673,"0.1581","0.2703","0.1742","0.6445"
